seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
chr16	24542457	24542615	159	*	Intron (ENSMUST00000231352.1/ENSMUSG00000033306.15, intron 3 of 6)	16	24393507	24685183	291677	1	ENSMUSG00000033306.15	ENSMUST00000231352.1	148950
chr16	24653328	24653557	230	*	Intron (ENSMUST00000231352.1/ENSMUSG00000033306.15, intron 5 of 6)	16	24393507	24685183	291677	1	ENSMUSG00000033306.15	ENSMUST00000231352.1	259821
chr16	24972712	24972936	225	*	Intron (ENSMUST00000038053.13/ENSMUSG00000033306.15, intron 11 of 12)	16	24393540	24992578	599039	1	ENSMUSG00000033306.15	ENSMUST00000038053.13	579172
chr16	25737381	25737596	216	*	Intron (ENSMUST00000115307.7/ENSMUSG00000022510.14, intron 1 of 3)	16	25683763	25821318	137556	1	ENSMUSG00000022510.14	ENSMUST00000115307.7	53618
chr16	27390934	27391107	174	*	Promoter (2-3kb)	16	27388869	27446383	57515	1	ENSMUSG00000038127.15	ENSMUST00000239351.1	2065
chr16	28238325	28238500	176	*	Intron (ENSMUST00000100024.2/ENSMUSG00000022523.10, intron 3 of 4)	16	28160098	28446277	286180	2	ENSMUSG00000022523.10	ENSMUST00000100024.2	207777
chr16	28337734	28337929	196	*	Intron (ENSMUST00000100024.2/ENSMUSG00000022523.10, intron 3 of 4)	16	28160098	28446277	286180	2	ENSMUSG00000022523.10	ENSMUST00000100024.2	108348
chr16	28440530	28440746	217	*	Intron (ENSMUST00000100024.2/ENSMUSG00000022523.10, intron 1 of 4)	16	28160098	28446277	286180	2	ENSMUSG00000022523.10	ENSMUST00000100024.2	5531
chr16	28445883	28446729	847	*	Promoter (<=1kb)	16	28160098	28446277	286180	2	ENSMUSG00000022523.10	ENSMUST00000100024.2	0
chr16	28873961	28874166	206	*	Intron (ENSMUST00000100023.2/ENSMUSG00000051065.9, intron 1 of 1)	16	28826176	28929673	103498	2	ENSMUSG00000051065.9	ENSMUST00000100023.2	55507
chr16	30388375	30388785	411	*	Promoter (<=1kb)	16	30312423	30388530	76108	2	ENSMUSG00000022533.14	ENSMUST00000061350.12	0
chr16	31429473	31430755	1283	*	Promoter (<=1kb)	16	31427876	31429776	1901	2	ENSMUSG00000086645.2	ENSMUST00000182690.1	0
chr16	31631697	31632038	342	*	Intron (ENSMUST00000232209.1/ENSMUSG00000116597.1, intron 1 of 1)	16	31618133	31638979	20847	1	ENSMUSG00000116597.1	ENSMUST00000232209.1	13564
chr16	31694592	31696627	2036	*	Intron (ENSMUST00000115205.8/ENSMUSG00000022770.17, intron 4 of 25)	16	31663443	31875129	211687	1	ENSMUSG00000022770.17	ENSMUST00000115205.8	31149
chr16	32867795	32868168	374	*	Promoter (<=1kb)	16	32821703	32868366	46664	2	ENSMUSG00000035629.19	ENSMUST00000115105.8	198
chr16	33261196	33261871	676	*	Intron (ENSMUST00000232228.1/ENSMUSG00000022808.5, intron 1 of 1)	16	33251442	33264741	13300	1	ENSMUSG00000022808.5	ENSMUST00000232228.1	9754
chr16	34385902	34386165	264	*	Intron (ENSMUST00000076810.11/ENSMUSG00000061751.16, intron 2 of 59)	16	33975495	34456917	481423	2	ENSMUSG00000061751.16	ENSMUST00000076810.11	70752
chr16	34387267	34387493	227	*	Intron (ENSMUST00000076810.11/ENSMUSG00000061751.16, intron 2 of 59)	16	33975495	34456917	481423	2	ENSMUSG00000061751.16	ENSMUST00000076810.11	69424
chr16	35160494	35160708	215	*	Intron (ENSMUST00000114913.2/ENSMUSG00000022840.9, intron 1 of 20)	16	35154877	35305738	150862	1	ENSMUSG00000022840.9	ENSMUST00000114913.2	5617
chr16	35564689	35564838	150	*	Intron (ENSMUST00000133554.1/ENSMUSG00000052133.16, intron 1 of 5)	16	35541145	35648140	106996	1	ENSMUSG00000052133.16	ENSMUST00000133554.1	23544
chr16	37565014	37566626	1613	*	Intron (ENSMUST00000023524.12/ENSMUSG00000022827.14, intron 5 of 7)	16	37539885	37572385	32501	1	ENSMUSG00000022827.14	ENSMUST00000023524.12	25129
chr16	37583752	37584028	277	*	Intron (ENSMUST00000160847.1/ENSMUSG00000022821.13, intron 1 of 13)	16	37580153	37632020	51868	1	ENSMUSG00000022821.13	ENSMUST00000160847.1	3599
chr16	37938445	37938601	157	*	Intron (ENSMUST00000061274.8/ENSMUSG00000046961.8, intron 1 of 9)	16	37916496	38007530	91035	1	ENSMUSG00000046961.8	ENSMUST00000061274.8	21949
chr16	38092565	38092747	183	*	Intron (ENSMUST00000023507.12/ENSMUSG00000022812.14, intron 1 of 10)	16	38089001	38246084	157084	1	ENSMUSG00000022812.14	ENSMUST00000023507.12	3564
chr16	38674200	38674442	243	*	Intron (ENSMUST00000023487.4/ENSMUSG00000022799.4, intron 1 of 11)	16	38598340	38713274	114935	2	ENSMUSG00000022799.4	ENSMUST00000023487.4	38832
chr16	41746908	41747285	378	*	Intron (ENSMUST00000187695.6/ENSMUSG00000061080.11, intron 3 of 8)	16	39984371	42176295	2191925	1	ENSMUSG00000061080.11	ENSMUST00000187695.6	1762537
chr16	43309243	43309392	150	*	Intron (ENSMUST00000126354.7/ENSMUSG00000022708.16, intron 7 of 7)	16	42875881	43463175	587295	1	ENSMUSG00000022708.16	ENSMUST00000126354.7	433362
chr16	43463922	43465056	1135	*	Intron (ENSMUST00000132881.7/ENSMUSG00000022708.16, intron 4 of 4)	16	42907542	43569781	662240	1	ENSMUSG00000022708.16	ENSMUST00000132881.7	556380
chr16	43515829	43516039	211	*	Intron (ENSMUST00000132881.7/ENSMUSG00000022708.16, intron 4 of 4)	16	42907542	43569781	662240	1	ENSMUSG00000022708.16	ENSMUST00000132881.7	608287
chr16	43532963	43533204	242	*	Intron (ENSMUST00000132881.7/ENSMUSG00000022708.16, intron 4 of 4)	16	42907542	43569781	662240	1	ENSMUSG00000022708.16	ENSMUST00000132881.7	625421
chr16	43624511	43624663	153	*	3' UTR	16	42907652	43642602	734951	1	ENSMUSG00000022708.16	ENSMUST00000114694.8	716859
chr16	43869026	43869619	594	*	Promoter (<=1kb)	16	43867507	43869395	1889	2	ENSMUSG00000022704.16	ENSMUST00000144626.1	0
chr16	44140959	44141116	158	*	Promoter (1-2kb)	16	44139830	44162474	22645	1	ENSMUSG00000022698.17	ENSMUST00000159514.7	1129
chr16	44516407	44516562	156	*	Intron (ENSMUST00000114634.2/ENSMUSG00000022687.12, intron 3 of 18)	16	44485049	44558897	73849	2	ENSMUSG00000022687.12	ENSMUST00000114634.2	42335
chr16	44557222	44557398	177	*	Promoter (1-2kb)	16	44485049	44558897	73849	2	ENSMUSG00000022687.12	ENSMUST00000114634.2	1499
chr16	45098755	45098933	179	*	Intron (ENSMUST00000099498.9/ENSMUSG00000022665.15, intron 3 of 8)	16	45093612	45128077	34466	1	ENSMUSG00000022665.15	ENSMUST00000099498.9	5143
chr16	46496349	46496774	426	*	Promoter (<=1kb)	16	46454662	46496772	42111	2	ENSMUSG00000022656.15	ENSMUST00000149901.1	0
chr16	49737175	49737383	209	*	Intron (ENSMUST00000046777.10/ENSMUSG00000032965.11, intron 6 of 10)	16	49699233	49765126	65894	1	ENSMUSG00000032965.11	ENSMUST00000046777.10	37942
chr16	49854935	49855104	170	*	Intron (ENSMUST00000229640.1/ENSMUSG00000055447.19, intron 4 of 12)	16	49800533	49911046	110514	1	ENSMUSG00000055447.19	ENSMUST00000229640.1	54402
chr16	49856510	49856660	151	*	Intron (ENSMUST00000229640.1/ENSMUSG00000055447.19, intron 4 of 12)	16	49800533	49911046	110514	1	ENSMUSG00000055447.19	ENSMUST00000229640.1	55977
chr16	50363995	50364315	321	*	Intron (ENSMUST00000138166.7/ENSMUSG00000022641.15, intron 2 of 16)	16	50191844	50432390	240547	2	ENSMUSG00000022641.15	ENSMUST00000138166.7	68075
chr16	52302755	52303088	334	*	Intron (ENSMUST00000023312.13/ENSMUSG00000022636.13, intron 3 of 15)	16	52248996	52454074	205079	2	ENSMUSG00000022636.13	ENSMUST00000023312.13	150986
chr16	52451158	52451354	197	*	Promoter (2-3kb)	16	52248996	52454074	205079	2	ENSMUSG00000022636.13	ENSMUST00000023312.13	2720
chr16	63957688	63957884	197	*	Promoter (2-3kb)	16	63954086	63955130	1045	2	ENSMUSG00000116722.1	ENSMUST00000231945.1	-2558
chr16	66768383	66768547	165	*	Intron (ENSMUST00000114292.7/ENSMUSG00000064115.13, intron 7 of 9)	16	66655421	67620908	965488	2	ENSMUSG00000064115.13	ENSMUST00000114292.7	852361
chr16	66969358	66969551	194	*	Intron (ENSMUST00000114292.7/ENSMUSG00000064115.13, intron 1 of 9)	16	66655421	67620908	965488	2	ENSMUSG00000064115.13	ENSMUST00000114292.7	651357
chr16	67313407	67313610	204	*	Intron (ENSMUST00000114292.7/ENSMUSG00000064115.13, intron 1 of 9)	16	66655421	67620908	965488	2	ENSMUSG00000064115.13	ENSMUST00000114292.7	307298
chr16	67618034	67618207	174	*	Promoter (2-3kb)	16	66655421	67620908	965488	2	ENSMUSG00000064115.13	ENSMUST00000114292.7	2701
chr16	74055422	74055631	210	*	Intron (ENSMUST00000117785.8/ENSMUSG00000052516.19, intron 2 of 27)	16	73891839	74410989	519151	2	ENSMUSG00000052516.19	ENSMUST00000117785.8	355358
chr16	77293558	77293717	160	*	Intron (ENSMUST00000183333.7/ENSMUSG00000090386.10, intron 2 of 3)	16	77236317	77363679	127363	1	ENSMUSG00000090386.10	ENSMUST00000183333.7	57241
chr16	77314863	77316307	1445	*	Intron (ENSMUST00000183333.7/ENSMUSG00000090386.10, intron 3 of 3)	16	77236317	77363679	127363	1	ENSMUSG00000090386.10	ENSMUST00000183333.7	78546
chr16	77329323	77329623	301	*	Promoter (<=1kb)	16	77329328	77558428	229101	1	ENSMUSG00000090386.10	ENSMUST00000182748.7	0
chr16	77399704	77400101	398	*	Promoter (<=1kb)	16	77400030	77403135	3106	1	ENSMUSG00000096870.2	ENSMUST00000193546.1	0
chr16	77419394	77419543	150	*	Exon (ENSMUST00000195792.1/ENSMUSG00000103916.1, exon 1 of 1)	16	77236317	77598423	362107	1	ENSMUSG00000090386.10	ENSMUST00000182656.7	183077
chr16	77422882	77423061	180	*	Intron (ENSMUST00000182656.7/ENSMUSG00000090386.10, intron 4 of 7)	16	77236317	77598423	362107	1	ENSMUSG00000090386.10	ENSMUST00000182656.7	186565
chr16	77499388	77500862	1475	*	Promoter (<=1kb)	16	77500216	77598531	98316	1	ENSMUSG00000090386.10	ENSMUST00000068704.11	0
chr16	77643919	77644164	246	*	Intron (ENSMUST00000183099.7/ENSMUSG00000090386.10, intron 5 of 6)	16	77329180	77680187	351008	1	ENSMUSG00000090386.10	ENSMUST00000183099.7	314739
chr16	81204608	81204826	219	*	Intron (ENSMUST00000037785.13/ENSMUSG00000022762.18, intron 1 of 15)	16	81200697	81597805	397109	1	ENSMUSG00000022762.18	ENSMUST00000037785.13	3911
chr16	84775366	84775661	296	*	Promoter (1-2kb)	16	84774123	84825928	51806	1	ENSMUSG00000053062.16	ENSMUST00000114195.7	1243
chr16	85019184	85019389	206	*	Intron (ENSMUST00000227723.1/ENSMUSG00000022892.11, intron 11 of 17)	16	84949685	85173766	224082	2	ENSMUSG00000022892.11	ENSMUST00000227723.1	154377
chr16	85091398	85091589	192	*	Intron (ENSMUST00000227723.1/ENSMUSG00000022892.11, intron 3 of 17)	16	84949685	85173766	224082	2	ENSMUSG00000022892.11	ENSMUST00000227723.1	82177
chr16	85137172	85137946	775	*	Intron (ENSMUST00000227723.1/ENSMUSG00000022892.11, intron 1 of 17)	16	84949685	85173766	224082	2	ENSMUSG00000022892.11	ENSMUST00000227723.1	35820
chr16	87127928	87129185	1258	*	Promoter (<=1kb)	16	87125036	87128439	3404	2	ENSMUSG00000116979.1	ENSMUST00000232056.1	0
chr16	89870951	89871276	326	*	Intron (ENSMUST00000163370.7/ENSMUSG00000002489.16, intron 6 of 27)	16	89787111	89974699	187589	2	ENSMUSG00000002489.16	ENSMUST00000163370.7	103423
chr16	90142435	90142663	229	*	Promoter (1-2kb)	16	89787111	90143769	356659	2	ENSMUSG00000002489.16	ENSMUST00000114124.8	1106
chr16	90351626	90354029	2404	*	Exon (ENSMUST00000231427.1/ENSMUSG00000116849.1, exon 3 of 3)	16	90353182	90363117	9936	2	ENSMUSG00000116849.1	ENSMUST00000231427.1	9088
chr16	91264496	91264882	387	*	Promoter (1-2kb)	16	91262498	91263298	801	1	ENSMUSG00000102958.1	ENSMUST00000195507.1	1998
chr16	91271508	91271701	194	*	Promoter (1-2kb)	16	91269772	91271933	2162	1	ENSMUSG00000046160.6	ENSMUST00000056882.6	1736
chr16	91860811	91860973	163	*	Intron (ENSMUST00000114001.7/ENSMUSG00000022957.20, intron 24 of 28)	16	91729281	91870210	140930	1	ENSMUSG00000022957.20	ENSMUST00000114001.7	131530
chr16	91961958	91963121	1164	*	Exon (ENSMUST00000141344.2/ENSMUSG00000087190.2, exon 6 of 6)	16	91931237	91962915	31679	1	ENSMUSG00000087190.2	ENSMUST00000141344.2	30721
chr16	92399424	92400890	1467	*	Promoter (<=1kb)	16	92391955	92400077	8123	2	ENSMUSG00000022951.16	ENSMUST00000023672.9	0
chr16	92465482	92465702	221	*	Promoter (<=1kb)	16	92391953	92466146	74194	2	ENSMUSG00000022951.16	ENSMUST00000060005.14	444
chr16	94210010	94210212	203	*	Intron (ENSMUST00000228910.1/ENSMUSG00000040820.16, intron 2 of 6)	16	94128882	94246085	117204	2	ENSMUSG00000040820.16	ENSMUST00000228910.1	35873
chr16	94237192	94237400	209	*	Intron (ENSMUST00000228910.1/ENSMUSG00000040820.16, intron 1 of 6)	16	94128882	94246085	117204	2	ENSMUSG00000040820.16	ENSMUST00000228910.1	8685
chr16	94621586	94621748	163	*	Intron (ENSMUST00000119878.7/ENSMUSG00000022897.15, intron 2 of 11)	16	94570010	94695067	125058	1	ENSMUSG00000022897.15	ENSMUST00000119878.7	51576
chr16	94723718	94725009	1292	*	Promoter (1-2kb)	16	94721894	94753438	31545	1	ENSMUSG00000116641.1	ENSMUST00000232585.1	1824
chr16	95225708	95226089	382	*	Intron (ENSMUST00000232091.1/ENSMUSG00000116720.1, intron 3 of 4)	16	95183639	95259702	76064	2	ENSMUSG00000116720.1	ENSMUST00000232091.1	33613
chr16	95292971	95294106	1136	*	Intron (ENSMUST00000113861.7/ENSMUSG00000062609.14, intron 4 of 4)	16	95257558	95298507	40950	1	ENSMUSG00000062609.14	ENSMUST00000113861.7	35413
chr16	96155601	96156917	1317	*	3' UTR	16	96145407	96157852	12446	1	ENSMUSG00000023147.17	ENSMUST00000023913.10	10194
chr16	97863639	97864028	390	*	Intron (ENSMUST00000170757.2/ENSMUSG00000045975.8, intron 13 of 13)	16	97855209	97922633	67425	2	ENSMUSG00000045975.8	ENSMUST00000170757.2	58605
chr17	3346644	3346987	344	*	Exon (ENSMUST00000226386.1/ENSMUSG00000115330.1, exon 1 of 1)	17	3326573	3518979	192407	1	ENSMUSG00000023800.15	ENSMUST00000169838.8	20071
chr17	4996090	4997368	1279	*	Promoter (<=1kb)	17	4996421	5347656	351236	1	ENSMUSG00000069729.14	ENSMUST00000115799.1	0
chr17	4998460	4998656	197	*	Intron (ENSMUST00000124362.1/ENSMUSG00000069729.14, intron 1 of 2)	17	4994332	5097733	103402	1	ENSMUSG00000069729.14	ENSMUST00000124362.1	4128
chr17	5400813	5401049	237	*	Intron (ENSMUST00000190865.1/ENSMUSG00000101133.1, intron 2 of 3)	17	5388763	5417396	28634	1	ENSMUSG00000101133.1	ENSMUST00000190865.1	12050
chr17	6746288	6746511	224	*	Intron (ENSMUST00000064234.6/ENSMUSG00000052397.8, intron 7 of 12)	17	6738041	6782784	44744	2	ENSMUSG00000052397.8	ENSMUST00000064234.6	36273
chr17	7258383	7259755	1373	*	3' UTR	17	7170115	7303315	133201	1	ENSMUSG00000023809.10	ENSMUST00000024575.7	88268
chr17	7284276	7285095	820	*	Intron (ENSMUST00000024575.7/ENSMUSG00000023809.10, intron 14 of 20)	17	7170115	7303315	133201	1	ENSMUSG00000023809.10	ENSMUST00000024575.7	114161
chr17	8371840	8372029	190	*	Intron (ENSMUST00000140890.2/ENSMUSG00000117569.1, intron 1 of 5)	17	8355992	8423513	67522	1	ENSMUSG00000058159.14	ENSMUST00000234809.1	15848
chr17	8581258	8581617	360	*	Intron (ENSMUST00000115715.7/ENSMUSG00000023868.17, intron 1 of 21)	17	8525372	8981671	456300	1	ENSMUSG00000023868.17	ENSMUST00000115715.7	55886
chr17	8983716	8983914	199	*	3' UTR	17	8801693	8986648	184956	1	ENSMUSG00000023868.17	ENSMUST00000089085.9	182023
chr17	9169926	9170178	253	*	Promoter (2-3kb)	17	9147719	9167836	20118	2	ENSMUSG00000097049.1	ENSMUST00000181618.1	-2090
chr17	9759793	9760013	221	*	Intron (ENSMUST00000233804.1/ENSMUSG00000117264.1, intron 3 of 3)	17	9750751	9775866	25116	2	ENSMUSG00000117264.1	ENSMUST00000233804.1	15853
chr17	9774734	9774955	222	*	Promoter (<=1kb)	17	9750751	9775866	25116	2	ENSMUSG00000117264.1	ENSMUST00000233804.1	911
chr17	9777049	9777292	244	*	Promoter (1-2kb)	17	9774217	9775867	1651	2	ENSMUSG00000117264.1	ENSMUST00000233594.1	-1182
chr17	9878184	9878333	150	*	Intron (ENSMUST00000233332.1/ENSMUSG00000117110.1, intron 3 of 3)	17	9864419	9882149	17731	1	ENSMUSG00000117110.1	ENSMUST00000233332.1	13765
chr17	10507124	10507285	162	*	Intron (ENSMUST00000161274.1/ENSMUSG00000089941.1, intron 1 of 1)	17	10403012	10840311	437300	2	ENSMUSG00000037196.6	ENSMUST00000041463.6	333026
chr17	11067778	11068010	233	*	Intron (ENSMUST00000066658.12/ENSMUSG00000023826.16, intron 2 of 6)	17	10840384	11557234	716851	1	ENSMUSG00000023826.16	ENSMUST00000066658.12	227394
chr17	12187531	12187938	408	*	Intron (ENSMUST00000164143.7/ENSMUSG00000023827.8, intron 2 of 4)	17	12118704	12210710	92007	1	ENSMUSG00000023827.8	ENSMUST00000164143.7	68827
chr17	12991996	12992318	323	*	Promoter (<=1kb)	17	12966799	12992259	25461	2	ENSMUSG00000060475.13	ENSMUST00000007007.13	0
chr17	13852938	13854350	1413	*	Exon (ENSMUST00000137495.7/ENSMUSG00000068036.16, exon 19 of 19)	17	13760541	13905794	145254	1	ENSMUSG00000068036.16	ENSMUST00000170827.8	92397
chr17	15825333	15825587	255	*	Promoter (<=1kb)	17	15803188	15826586	23399	2	ENSMUSG00000048027.9	ENSMUST00000170578.2	999
chr17	17404562	17404895	334	*	Promoter (1-2kb)	17	17402672	17459387	56716	1	ENSMUSG00000047786.12	ENSMUST00000115576.2	1890
chr17	21532044	21532231	188	*	Intron (ENSMUST00000180842.1/ENSMUSG00000097781.1, intron 2 of 2)	17	21528194	21535878	7685	2	ENSMUSG00000097781.1	ENSMUST00000180842.1	3647
chr17	23549597	23551263	1667	*	Promoter (<=1kb)	17	23550799	23565291	14493	1	ENSMUSG00000117322.1	ENSMUST00000233076.1	0
chr17	23802910	23803638	729	*	Promoter (<=1kb)	17	23803187	23824736	21550	1	ENSMUSG00000039218.17	ENSMUST00000190686.6	0
chr17	24454532	24455308	777	*	Promoter (<=1kb)	17	24443778	24455286	11509	2	ENSMUSG00000024137.9	ENSMUST00000227293.1	0
chr17	25017139	25017288	150	*	Promoter (1-2kb)	17	25016085	25096687	80603	1	ENSMUSG00000024169.16	ENSMUST00000142000.8	1054
chr17	26068123	26068318	196	*	Promoter (1-2kb)	17	25989036	26069545	80510	2	ENSMUSG00000037098.18	ENSMUST00000122103.8	1227
chr17	26507344	26509243	1900	*	Promoter (<=1kb)	17	26505590	26508519	2930	2	ENSMUSG00000024190.7	ENSMUST00000025025.6	0
chr17	26576490	26576647	158	*	Intron (ENSMUST00000167662.7/ENSMUSG00000001576.15, intron 1 of 9)	17	26561489	26656931	95443	1	ENSMUSG00000001576.15	ENSMUST00000167662.7	15001
chr17	26595785	26596766	982	*	Intron (ENSMUST00000167662.7/ENSMUSG00000001576.15, intron 1 of 9)	17	26561489	26656931	95443	1	ENSMUSG00000001576.15	ENSMUST00000167662.7	34296
chr17	26676473	26677335	863	*	5' UTR	17	26663231	26699366	36136	1	ENSMUSG00000015575.15	ENSMUST00000236346.1	13242
chr17	26948509	26949567	1059	*	Intron (ENSMUST00000194598.5/ENSMUSG00000067629.13, intron 3 of 18)	17	26941253	26972434	31182	1	ENSMUSG00000067629.13	ENSMUST00000194598.5	7256
chr17	26953236	26954340	1105	*	Intron (ENSMUST00000194598.5/ENSMUSG00000067629.13, intron 5 of 18)	17	26941253	26972434	31182	1	ENSMUSG00000067629.13	ENSMUST00000194598.5	11983
chr17	27609799	27612140	2342	*	Promoter (<=1kb)	17	27582008	27611668	29661	2	ENSMUSG00000024213.14	ENSMUST00000127236.2	0
chr17	27621406	27621783	378	*	Promoter (1-2kb)	17	27579382	27623495	44114	2	ENSMUSG00000024213.14	ENSMUST00000025050.12	1712
chr17	27840150	27840393	244	*	Promoter (<=1kb)	17	27840155	27851963	11809	1	ENSMUSG00000024217.10	ENSMUST00000233657.1	0
chr17	28522439	28522595	157	*	Promoter (<=1kb)	17	28522381	28523148	768	2	ENSMUSG00000097714.1	ENSMUST00000180802.1	553
chr17	28621430	28621598	169	*	Promoter (<=1kb)	17	28587648	28622487	34840	2	ENSMUSG00000004865.16	ENSMUST00000233440.1	889
chr17	29491798	29492094	297	*	Promoter (<=1kb)	17	29461195	29491925	30731	2	ENSMUSG00000097125.2	ENSMUST00000234040.1	0
chr17	31321994	31322221	228	*	3' UTR	17	31295483	31350739	55257	1	ENSMUSG00000024036.16	ENSMUST00000171233.8	26511
chr17	32364318	32364497	180	*	Promoter (<=1kb)	17	32354649	32364463	9815	2	ENSMUSG00000024050.18	ENSMUST00000169488.9	0
chr17	32816169	32816414	246	*	3' UTR	17	32815449	32830261	14813	2	ENSMUSG00000095253.4	ENSMUST00000202988.3	13847
chr17	33669423	33669578	156	*	Intron (ENSMUST00000148178.7/ENSMUSG00000059208.15, intron 3 of 15)	17	33646233	33686860	40628	2	ENSMUSG00000059208.15	ENSMUST00000148178.7	17282
chr17	34587036	34587264	229	*	Promoter (<=1kb)	17	34587041	34587818	778	1	ENSMUSG00000015468.14	ENSMUST00000156724.1	0
chr17	34894407	34894662	256	*	Promoter (<=1kb)	17	34894559	34896867	2309	1	ENSMUSG00000049823.9	ENSMUST00000052778.9	0
chr17	35243079	35243755	677	*	Promoter (1-2kb)	17	35241746	35253707	11962	1	ENSMUSG00000019432.15	ENSMUST00000068056.11	1333
chr17	35697639	35697806	168	*	Promoter (2-3kb)	17	35681567	35700610	19044	2	ENSMUSG00000003534.17	ENSMUST00000119825.7	2804
chr17	35702017	35702256	240	*	Promoter (<=1kb)	17	35681570	35702044	20475	2	ENSMUSG00000003534.17	ENSMUST00000166980.8	0
chr17	37050811	37051013	203	*	5' UTR	17	37045966	37075067	29102	1	ENSMUSG00000024462.17	ENSMUST00000025338.15	4845
chr17	43953478	43954180	703	*	Exon (ENSMUST00000177857.8/ENSMUSG00000039601.16, exon 2 of 5)	17	43801351	44037086	235736	1	ENSMUSG00000039601.16	ENSMUST00000228972.1	152127
chr17	44030446	44031067	622	*	Intron (ENSMUST00000228972.1/ENSMUSG00000039601.16, intron 4 of 4)	17	43801351	44037086	235736	1	ENSMUSG00000039601.16	ENSMUST00000228972.1	229095
chr17	46553082	46553279	198	*	Promoter (2-3kb)	17	46548329	46556175	7847	2	ENSMUSG00000015605.6	ENSMUST00000015749.6	2896
chr17	47593584	47594063	480	*	5' UTR	17	47505051	47598070	93020	1	ENSMUSG00000034165.16	ENSMUST00000182129.7	88533
chr17	47762877	47763027	151	*	Intron (ENSMUST00000086932.9/ENSMUSG00000023990.18, intron 1 of 8)	17	47737030	47792419	55390	1	ENSMUSG00000023990.18	ENSMUST00000086932.9	25847
chr17	48326199	48326641	443	*	3' UTR	17	48316141	48327024	10884	1	ENSMUSG00000043740.15	ENSMUST00000049614.12	10058
chr17	49466824	49467062	239	*	Intron (ENSMUST00000224954.1/ENSMUSG00000040260.8, intron 18 of 23)	17	49456022	49564337	108316	2	ENSMUSG00000040260.8	ENSMUST00000224954.1	97275
chr17	49535122	49535306	185	*	Intron (ENSMUST00000224954.1/ENSMUSG00000040260.8, intron 1 of 23)	17	49456022	49564337	108316	2	ENSMUSG00000040260.8	ENSMUST00000224954.1	29031
